"tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"N17196",2005,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,0,"Turbo-fan"
"N171US",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,0,"Turbo-fan"
"N17229",1999,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N17233",1999,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N17244",1999,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N17245",1999,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N172AJ",2002,"Fixed wing multi engine","BOEING","757-223",2,178,0,"Turbo-fan"
"N172US",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,0,"Turbo-fan"
"N173US",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,0,"Turbo-fan"
"N174US",NA,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,0,"Turbo-fan"
"N176PQ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N176UW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,0,"Turbo-fan"
"N17719",1999,"Fixed wing multi engine","BOEING","737-724",2,149,0,"Turbo-fan"
"N17730",1999,"Fixed wing multi engine","BOEING","737-724",2,149,0,"Turbo-fan"
"N17752",1999,"Fixed wing multi engine","BOEING","737-71Q",2,149,0,"Turbo-fan"
"N17753",2002,"Fixed wing multi engine","BOEING","737-7V3",2,149,0,"Turbo-fan"
"N177US",NA,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,0,"Turbo-fan"
"N177XF",2006,"Fixed wing multi engine","AIRBUS","A319-112",2,100,0,"Turbo-fan"
"N178US",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,0,"Turbo-fan"
"N17984",2000,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,0,"Turbo-fan"
"N179UW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,0,"Turbo-fan"
"N180US",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,0,"Turbo-fan"
"N181PQ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N181UW",NA,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,0,"Turbo-fan"
"N18220",1998,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N18223",1998,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N18243",1999,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N182UW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,0,"Turbo-fan"
"N183UW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,0,"Turbo-fan"
"N184JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,0,"Turbo-fan"
"N184US",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,0,"Turbo-fan"
"N185UW",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,0,"Turbo-fan"
"N186PQ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N186US",2002,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N187PQ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N187US",2002,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N188US",2002,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N189AN",2001,"Fixed wing multi engine","BOEING","757-223",2,178,0,"Turbo-fan"
"N189UW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,0,"Turbo-fan"
"N1902U",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N190AA",2001,"Fixed wing multi engine","BOEING","757-223",2,178,0,"Turbo-fan"
"N190JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,0,"Turbo-fan"
"N190UW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,0,"Turbo-fan"
"N191AN",2001,"Fixed wing multi engine","BOEING","757-223",2,178,0,"Turbo-fan"
"N191UW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,0,"Turbo-fan"
"N192JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,0,"Turbo-fan"
"N192UW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-211",2,199,0,"Turbo-fan"
"N193AN",2001,"Fixed wing multi engine","BOEING","757-223",2,178,0,"Turbo-fan"
"N193JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,0,"Turbo-fan"
"N193UW",2008,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N194UW",NA,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N195AN",2001,"Fixed wing multi engine","BOEING","757-223",2,178,0,"Turbo-fan"
"N195PQ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N195UW",2008,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N196AA",2001,"Fixed wing multi engine","BOEING","757-223",2,178,0,"Turbo-fan"
"N196UW",2009,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N197PQ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N197UW",2009,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N198UW",2013,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N199AN",2001,"Fixed wing multi engine","BOEING","757-223",2,178,0,"Turbo-fan"
"N199UW",2013,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N200NV",2016,"Fixed wing multi engine","BOEING","737-800",2,175,0,"Turbo-fan"
"N200PQ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N200SY",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N200WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N201FR",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,0,"Turbo-fan"
"N201JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N201LV",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N202FR",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,0,"Turbo-fan"
"N202JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N202SY",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N203JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N203SY",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N203WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N204JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N204SY",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N204WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N205JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N205SY",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N205WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N206FR",2010,"Fixed wing multi engine","AIRBUS","A320-214",2,182,0,"Turbo-fan"
"N206JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N206SY",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N206UW",NA,"Rotorcraft","BELL HELICOPTER TEXTRON CANADA","206B",1,5,0,"Turbo-shaft"
"N206WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N207FR",2010,"Fixed wing multi engine","AIRBUS","A320-214",2,182,0,"Turbo-fan"
"N207JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N207PS",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N207SY",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N207WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N208JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N208SY",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N208WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N209JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N209PS",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N209SY",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N209WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N210JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N210WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N211JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N211SY",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N211WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N212JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N212WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N213JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N213SY",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N213WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N214AK",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N214JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N214WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N215AK",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N215JQ",2009,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N215WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N216JQ",2009,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N216WR",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N21723",1999,"Fixed wing multi engine","BOEING","737-724",2,149,0,"Turbo-fan"
"N217JC",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N218PS",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N218WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N219WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N220NN",2015,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N220WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N221NN",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N221PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N221WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N222NS",2015,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N222WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N223JS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N223NN",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N224AK",2016,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N224NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N224WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N225NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N225WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N226JS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N226NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N226WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N227NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N227WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N228NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N228PQ",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N228PS",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N228WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N229NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N229WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N230FR",2015,"Fixed wing multi engine","AIRBUS","A320-214",2,182,0,"Turbo-fan"
"N230NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N231AN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N231WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N232FR",2015,"Fixed wing multi engine","AIRBUS","A320-214",2,182,0,"Turbo-fan"
"N232NN",2016,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N232PQ",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N232WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N233FR",2016,"Fixed wing multi engine","AIRBUS","A320-214",2,182,0,"Turbo-fan"
"N233JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N233NN",2016,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N234JW",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N234WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N235FR",2016,"Fixed wing multi engine","AIRBUS","A320-214",2,182,0,"Turbo-fan"
"N235JQ",2008,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N235NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N236AK",2016,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N236FR",2016,"Fixed wing multi engine","AIRBUS","A320-214",2,182,0,"Turbo-fan"
"N236JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N236NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N236WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N23707",1998,"Fixed wing multi engine","BOEING","737-724",2,149,0,"Turbo-fan"
"N23708",1998,"Fixed wing multi engine","BOEING","737-724",2,149,0,"Turbo-fan"
"N23721",1999,"Fixed wing multi engine","BOEING","737-724",2,149,0,"Turbo-fan"
"N237AK",2016,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N237NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N238AK",2016,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N238FR",2016,"Fixed wing multi engine","AIRBUS","A320-214",2,182,0,"Turbo-fan"
"N238NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N239JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N239NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N240JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N240NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N240SY",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N240WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N24103",2002,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,0,"Turbo-fan"
"N241JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N241NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N241WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N24202",2000,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N24211",1998,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N24212",1998,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N24224",1998,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N242JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N242NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N242WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N243JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N243NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N243SY",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N243WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N244JQ",2008,"Fixed wing multi engine","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR",2,80,0,"Turbo-fan"
"N244NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N244WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N245NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N245WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N246LV",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N246NN",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N246PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N24702",1998,"Fixed wing multi engine","BOEING","737-724",2,149,0,"Turbo-fan"
"N24706",1998,"Fixed wing multi engine","BOEING","737-724",2,149,0,"Turbo-fan"
"N24715",1998,"Fixed wing multi engine","BOEING","737-724",2,149,0,"Turbo-fan"
"N24729",1999,"Fixed wing multi engine","BOEING","737-724",2,149,0,"Turbo-fan"
"N24736",1999,"Fixed wing multi engine","BOEING","737-724",2,149,0,"Turbo-fan"
"N247AK",2016,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N247NN",2016,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N247SY",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N247WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N248AK",2016,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N248NN",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N248WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N249NN",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N249WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N250NN",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N250WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N25134",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,0,"Turbo-fan"
"N251AK",NA,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N251NN",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N251WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N25201",1999,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N252NN",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N252SY",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N252WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N253AK",2016,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N253NN",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N253SY",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N253WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N254NN",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N254WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N255NN",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N255WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N256NN",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N256SY",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N256WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N25705",1998,"Fixed wing multi engine","BOEING","737-724",2,149,0,"Turbo-fan"
"N257NN",2017,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N257WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N258NN",2017,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N258PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N258WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N259NN",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N259WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N260AK",2016,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N260NN",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N260WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N261NN",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N261WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N26208",2000,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N26210",1998,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N26215",1998,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N26226",1998,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N26232",1999,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N262NN",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N262SY",2018,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LL",2,88,0,"Turbo-fan"
"N262WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
